line,title,author,cited_num,relate,reverse_relate
ITS regions in diploids of Aegilops (Poaceae) and their phylogenetic implications.,ITS regions in diploids of Aegilops (Poaceae) and their phylogenetic implications,JB Wang C Wang,17,90.91%,90.91%
Phylogenetic relationships of Actinidia and related genera based on micromorphological characters of foliar trichomes.,Phylogenetic relationships of Actinidia and related genera based on micromorphological characters of foliar trichomes,,15,92.86%,92.86%
"Influence of a catastrophic flood on densities and biomasses of three plant species in Poyang Lake, China.","Influence of a catastrophic flood on densities and biomasses of three plant species in Poyang Lake, China",J Chen,10,94.12%,94.12%
Testing hybridization hypotheses based on incongruent gene trees.,Testing hybridization hypotheses based on incongruent gene trees,,195,87.50%,87.50%
Phylogenetic relationships of the Magnoliaceae inferred from cpDNA matK sequences.,Phylogenetic relationships of the Magnoliaceae inferred from cpDNA matK sequences,,30,90.00%,90.00%
Testing relative evolutionary rates and estimating divergence times among six genera of Rhizophoraceae using cpDNA and nrDNA sequences.,Testing relative evolutionary rates and estimating divergence times among six genera of Rhizophoraceae using cpDNA and nrDNA sequences,,13,94.44%,94.44%
HICLAS: a taxonomic database system for displaying and comparing biological classification and phylogenetic trees.,HICLAS: a taxonomic database system for displaying and comparing biological classification and phylogenetic trees.,,17,100.00%,100.00%
A general method for tree-comparison based on subtree similarity and its use in a taxonomic database.,A general method for tree-comparison based on subtree similarity and its use in a taxonomic database,,22,93.75%,93.75%
Data model and comparison and query methods for interacting classifications in a taxonomic database.,Data model and comparison and query methods for interacting classifications in a taxonomic database,,28,92.86%,92.86%
A new data model for biological classification.,A new data model for biological classification,,9,85.71%,85.71%
"Investigation of an anisotropic plate model to evaluate the interface adhesion of thin film with cross-sectional nanoindentation method,",Investigation of an anisotropic plate model to evaluate the interface adhesion of thin film with cross-sectional nanoindentation method,,20,94.44%,94.44%
Pulsed-laser deposition of polycrystalline Ni films: a three-dimensional kinetic Monte Carlo simulation,Pulsed-laser deposition of polycrystalline Ni films: A three-dimensional kinetic Monte Carlo simulation,,21,91.67%,91.67%
"Dependence of morphology of pulsed-laser deposited coatings on temperature: a kinetic Monte Carlo simulation,",Dependence of morphology of pulsed-laser deposited coatings on temperature: a kinetic Monte Carlo simulation,,16,92.86%,92.86%
"Comparison of island formation between pulsed laser deposition and molecular beam epitaxy: a kinetic Monte Carlo simulation,",Comparison of island formation between pulsed laser deposition and molecular beam epitaxy: A kinetic Monte Carlo simulation,,1,88.24%,88.24%
"Electrical properties of Nd-substrated Bi4Ti3O12 thin films fabricated by chemical solution deposition,","Effect of annealing temperature on ferroelectric properties of (Bi, Nd) 4 (Ti, V) 3O12 thin films",,3,41.67%,25.00%
"Evaluation of the effective elastic constants for polycrystalline PZT thin films by XRD patterns and pole figures, in Advances in Rheology and its Applications",Evaluation of effective elastic constants for polycrystalline PZT thin films by XRD patterns and pole figures,B Wu,0,62.50%,100.00%
"Measurement of residual stress in PZT thin films based on statistic average of micro-mechanics, in Advances in Rheology and its Applications",A brief review and prospect of experimental solid mechanics in China,,21,14.29%,54.55%
"Thermal shock and thermal fatigue of ferroelectric thin film due to pulsed laser heating, Macro-, Meso-, Micro- and Nano-Mechanics of Materials,",Thermal shock and thermal fatigue of ferroelectric thin film due to pulsed laser heating,,3,61.90%,107.14%
Dependence of Ba(Zr0.1Ti0.9)O3 films  growth on substrate temperature upon radio-frequency plasma enhanced pulsed laser deposition,Dependence of Ba (Zr 0.1 Ti 0.9) O 3 films growth on substrate temperature upon radio-frequency plasma enhanced pulsed laser deposition,,11,87.50%,66.67%
Structure evolution and ferroelectric and dielectric properties of Bi3.5Nd0.5Ti3O12 thin films under a moderate temperature annealing,Structure evolution and ferroelectric and dielectric properties of  thin films under a moderate temperature annealing,,63,93.75%,93.75%
"X-ray diffraction measurement of residual stress in PZT thin films prepared by  pulsed laser deposition,",X-ray diffraction measurement of residual stress in PZT thin films prepared by pulsed laser deposition,J Li,128,87.50%,93.33%
"plate model to evaluate interfacial adhesion of anisotropy thin film in CSN test,",Plate model to evaluate interfacial adhesion of anisotropy thin film in CSN test,Y Zhou,2,84.62%,84.62%
"X-ray Diffraction Measurement of Residual Stress in PZT Thin Films Prepared by MOD with the New Extended Model,",X-ray diffraction measurement of residual stress in PZT thin films prepared by pulsed laser deposition,J Li,128,27.78%,33.33%
Nano-indentation fracture test of Pb(Zr0.52Ti0.48)O3 ferroelectric thin films,Nano-indentation fracture test of Pb (Zr 0.52 Ti 0.48) O 3 ferroelectric thin films,JY Li,68,87.50%,50.00%
"Dependence of fracture toughness on annealing temperature in PZT thin films produced by metal organic decomposition. ,",Dependence of fracture toughness on annealing temperature in Pb (Zr 0.52 Ti 0.48) O 3 thin films produced by metal organic decomposition,,18,82.35%,63.64%
Residual stresses in Pb(Zr0.52Ti0.48)O3 thin films deposited by metal organic decomposition.,Residual stresses in Pb (Zr 0.52 Ti 0.48) O 3 thin films deposited by metal organic decomposition,ZY Yang,29,81.82%,52.94%
"Dependence of Crystalline, Ferroelectric and Fracture Toughness on Annealing in Pb(Zr0.52Ti0.48)O3 Thin Films Deposited by Metal Organic Decomposition.","Dependence of crystalline, ferroelectric and fracture toughness on annealing in Pb (Zr0. 52Ti0. 48) O3 thin films deposited by metal organic decomposition",,8,33.33%,27.27%
Determination of interfacial fracture energy of PZT ferroelectric thin films by nano-scratch technique.,Determination of interfacial fracture energy of PZT ferroelectric thin films by nano-scratch technique,JM Liu,6,92.31%,92.31%
Use of the nanomechanical fracture-testing for determining interfacial adhesion of PZT ferroelectrics thin films.,Use of nanomechanical fracture-testing for determining the interfacial adhesion of PZT ferroelectric thin films,,20,85.71%,85.71%
Residual stress in PZT thin films prepared by pulsed laser deposition.,Residual stress in PZT thin films prepared by pulsed laser deposition,ZY Yang,64,90.91%,90.91%
Densely packed Ge quantum dots grown on SiO2/Si substrate[J]，,Densely packed Ge quantum dots grown on SiO 2/Si substrate,L Zhang X Liu,22,77.78%,70.00%
Freeform surface lens for LED uniform illumination[J]，,Freeform surface lens for LED uniform illumination,H Xiang L Xu,143,85.71%,85.71%
Subwavelength focusing by a micro/nanofiber array,Subwavelength focusing by a micro/nanofiber array,X Wang X Liu LM Tong,23,100.00%,100.00%
Subwavelength focusing by a micro/nanofiber array,Subwavelength focusing by a micro/nanofiber array,X Wang X Liu LM Tong,23,100.00%,100.00%
Measurement of absolute phase shift on reflection of thin films using white-light spectral interferometry,Measurement of absolute phase shift on reflection of thin films using white-light spectral interferometry,Z Luo,15,100.00%,100.00%
Densely packed Ge quantum dots grown on SiO2/Si substrate,Densely packed Ge quantum dots grown on SiO 2/Si substrate,L Zhang X Liu,22,88.89%,80.00%
DESIGN AND FABRICATION OF VISIBLE+1.54 mu m LASER/LONGWAVE INFRARED DICHROIC BEAMSPLITTER,DESIGN AND FABRICATION OF VISIBLE+ 1.54 μm LASER/LONGWAVE INFRARED DICHROIC BEAMSPLITTER,,1,72.73%,72.73%
Determination of refractive indices and thicknesses of Ba0.7Sr0.3TiO3 films with and without MgO (001) buffer layer on silicon substrate,Determination of refractive indices and thicknesses of  films with and without MgO (001) buffer layer on silicon substrate,,6,94.74%,94.74%
Polarized blue polymer light-emitting diodes utilizing rubbed hole injection layers,Polarized blue polymer light-emitting diodes utilizing rubbed hole injection layers,,0,100.00%,100.00%
A Color Temperature Adjustment Method for Multiprimary Displays Using Nonlinear Programming,A color temperature adjustment method for multiprimary displays using nonlinear programming,,3,18.18%,18.18%
Color three-dimensional display with omnidirectional view based on a light-emitting diode projector,Color three-dimensional display with omnidirectional view based on a light-emitting diode projector,X Liu X Xia H Lu,24,100.00%,100.00%
"Green polarized electroluminescence from poly (9, 9-dioctylfluorene-alt- benzothiadiazole","Green polarized electroluminescence from poly (9, 9-dioctylfluorene-alt-benzothiadiazole)",X Liu,1,75.00%,85.71%
Electric field evolution of charge and energy transfer in molecule-doped polymer light-emitting diodes,Electric field evolution of charge and energy transfer in molecule-doped polymer light-emitting diodes,,3,100.00%,100.00%
Color volumetric 3D display system based on a rotating LED Screen,[CITATION][C] Color volumetric 3D display system based on a rotating LED Screen,L Xu,0,100.00%,91.67%
Excitation mechanism in polymer layers doped with tetra-methylester of perylene tetracarboxylicacid: influences of doping concentration and external bias,Excitation mechanism in polymer layers doped with tetra-methylester of perylene tetracarboxylicacid: influences of doping concentration and external bias,,0,100.00%,100.00%
Narrow band filters in both transmission and reflection with metal/dielectric thin films,Narrow band filters in both transmission and reflection with metal/dielectric thin films,Y Zhang Z Luo X Liu,30,100.00%,100.00%
"Green polarized electroluminescence from poly (9, 9-dioctylfluorene-alt- benzothiadiazole)","Green polarized electroluminescence from poly (9, 9-dioctylfluorene-alt-benzothiadiazole)",X Liu,1,75.00%,85.71%
Rapid algorithm for computer-generated hologram of Three-dimensional object[J]，,Rapid algorithm for computer-generated hologram of three-dimensional object [J],,4,75.00%,66.67%
The investigation of data voxelization for a three-dimensional volumetric display system,The investigation of data voxelization for a three-dimensional volumetric display system,X Liu,15,100.00%,100.00%
