line,title,author,cited_num,relate,reverse_relate
Detection of transiently chaotic swings in power systems using real-time phasor measurements,Detection of transiently chaotic swings in power systems using real-time phasor measurements,CW Liu JS Thorp,50,100.00%,100.00%
On-line measurement-based model parameter estimation for synchronous generators: model development and identification schemes,On-line measurement-based model parameter estimation for synchronous generators: model development and identification schemes,,45,100.00%,100.00%
A computer package for optimal multi-objective VAr planning in large scale power systems,A computer package for optimal multi-objective VAR planning in large scale power systems,HD Chiang,152,92.31%,92.31%
A computer package for optimal multi-objective VAR planning in large scale power systems,A computer package for optimal multi-objective VAR planning in large scale power systems,HD Chiang,152,100.00%,100.00%
A sensitivity-based BCU method for fast derivation of stability limits in electric power systems,A sensitivity-based BCU method for fast derivation of stability limits in electric power systems,HD Chiang,75,100.00%,100.00%
A new approach for optimal VAr sources planning in large scale electric power systems,A new approach for optimal VAR sources planning in large scale electric power systems,HD Chiang,112,92.86%,92.86%
Parameterizations of the load-flow equations for eliminating ill-conditioning load flow solutions,Parameterizations of the load-flow equations for eliminating ill-conditioning load flow solutions,HD Chiang,43,100.00%,100.00%
Eigenstructure assignment by decentralized feedback control,Eigenstructure assignment by decentralized feedback control,HD Chiang JS Thorp,34,100.00%,100.00%
Dynamic load models in power systems using the measurement approach,Dynamic load models in power systems using the measurement approach,,138,100.00%,100.00%
Development of a micro-processor-based transient data recording system for load behavior analysis,Development of a micro-processor-based transient data recording system for load behavior analysis,,24,100.00%,100.00%
Computer algorithms in power systems: from constructive methods to truncated fractals,Computer algorithms in power systems: from constructive methods to truncated fractals,HD Chiang,2,100.00%,100.00%
Persistence of the saddle-node bifurcation for nonlinear systems with slow unmodeled dynamics,Persistence of the saddle-node bifurcation for nonlinear systems with slow unmodeled dynamics,HD Chiang,2,100.00%,100.00%
Modal control of large flexible space structures using collocated actuators and sensors,Modal control of large flexible space structures using collocated actuators and sensors,JS Thorp HD Chiang,17,100.00%,100.00%
Optimal controller placements in large-scale linear systems,Optimal controller placements in large-scale linear systems,HD Chiang JS Thorp,20,100.00%,100.00%
Partial eigenstructure assignment and its application to large scale systems,Partial eigenstructure assignment and its application to large scale systems,HD Chiang JS Thorp,18,100.00%,100.00%
Identification of optimum sites for power system stabilizer applications,Identification of optimum sites for power system stabilizer applications,HD Chiang JS Thorp,22,100.00%,100.00%
Optimal network reconfigurations in distribution systems. I. A new formulation and a solution methodology,Optimal network reconfigurations in distribution systems. I. A new formulation and a solution methodology,HD Chiang,379,100.00%,100.00%
Optimal network reconfigurations in distribution systems. II. Solution algorithms and numerical results,Optimal network reconfigurations in distribution systems. II. Solution algorithms and numerical results,HD Chiang,392,100.00%,100.00%
A constructive methodology for estimating the stability regions of interconnected nonlinear systems,A constructive methodology for estimating the stability regions of interconnected nonlinear systems,HD Chiang,14,100.00%,100.00%
Optimal capacitor placements in distribution systems. I. A new formulation and the overall problem,Optimal capacitor placements in distribution systems. I. A new formulation and the overall problem,HD Chiang,340,100.00%,100.00%
Optimal capacitor placements in distribution systems. II. Solution algorithms and numerical results,Optimal capacitor placements in distribution systems. II. Solution algorithms and numerical results,HD Chiang,143,100.00%,100.00%
Stability regions of nonlinear dynamical systems: a constructive methodology,Stability regions of nonlinear dynamical systems: A constructive methodology,HD Chiang JS Thorp,184,88.89%,88.89%
Optimal capacitor placements in distribution systems. Part 2; Solution algorithms and numerical results,Optimal capacitor placements in distribution systems. I. A new formulation and the overall problem,HD Chiang,340,53.85%,50.00%
Optimal capacitor placements in distribution systems: Part 1; A new formulation and the overall problem,Optimal capacitor placements in distribution systems. I. A new formulation and the overall problem,HD Chiang,340,80.00%,85.71%
Study of the existence of energy functions for power systems with losses,Study of the existence of energy functions for power systems with losses,HD Chiang,82,100.00%,100.00%
Towards a Theory of Voltage Collapse in Electric Power Systems,Towards a theory of voltage collapse in electric power systems,I Dobson HD Chiang,410,40.00%,40.00%
Velocity Feedback Control of A Class of Systems and Its Application to the Design of Stabilizers in Multimachine Power Systems,Velocity Feedback Control of A Class of Systems and Its Application to the Design of Stabilizers in Multimachine Power Systems,HD Chiang JS Thorp,0,100.00%,100.00%
Foundations of the potential energy boundary surface method for power system transient stability analysis,Foundations of the potential energy boundary surface method for power system transient stability analysis,HD Chiang PP Varaiya,228,100.00%,100.00%
Stability of nonlinear systems described by a second-order vector differential equation,Stability of nonlinear systems described by a second-order vector differential equation,HD Chiang,53,100.00%,100.00%
Stability regions of nonlinear autonomous dynamical systems,Stability regions of nonlinear autonomous dynamical systems,HD Chiang,487,100.00%,100.00%
Poly(zwitterionic)protein conjugates offer increased stability without sacrificing binding affinity or bioactivity.,Poly (zwitterionic) protein conjugates offer increased stability without sacrificing binding affinity or bioactivity,AJ Keefe S Jiang,234,81.82%,69.23%
Super-hydrophilic Zwitterionic Poly(carboxybetaine) and Amphiphilic Non-ionic Poly(ethylene Glycol) for Stealth Nanoparticles,Super-hydrophilic zwitterionic poly (carboxybetaine) and amphiphilic non-ionic poly (ethylene glycol) for stealth nanoparticles,Z Cao S Jiang,101,27.27%,23.08%
"Sequence, Structure, and Function of Peptide Self-assembled Monolayers.","Sequence, structure, and function of peptide self-assembled monolayers",AK Nowinski F Sun AD White AJ Keefe,80,37.50%,37.50%
Reversibly Switching the Function of a Surface between Attacking and Defending against Bacteria,Reversibly switching the function of a surface between attacking and defending against bacteria,Z Cao L Mi,118,53.85%,53.85%
Controlled Hierarchical Architecture in Surface-initiated Zwitterionic Polymer Brushes with Structurally Regulated Functionalities,Controlled Hierarchical Architecture in Surface‐initiated Zwitterionic Polymer Brushes with Structurally Regulated Functionalities,ND Brault S Jiang,55,91.67%,91.67%
Divalent Cation-mediated Polysaccharide Interactions with Zwitterionic Surfaces,Divalent cation-mediated polysaccharide interactions with zwitterionic surfaces,L Mi Q Shao S Jiang,32,28.57%,28.57%
Single Nonfouling Hydrogels with Mechanical and Chemical Functionality Gradients,Single nonfouling hydrogels with mechanical and chemical functionality gradients,S Jiang,27,33.33%,33.33%
"Multifunctional and Degradable Zwitterionic Nanogels for Targeted Delivery, Enhanced MR Imaging, Reduction-sensitive Drug Release, and Renal Clearance","Multifunctional and degradable zwitterionic nanogels for targeted delivery, enhanced MR imaging, reduction-sensitive drug release, and renal clearance",Z Cao A Keefe J Wang S Jiang,56,29.41%,29.41%
Zwitterionic Poly(carboxybetaine) Hydrogels for Glucose Biosensors in Complex Media,Zwitterionic poly (carboxybetaine) hydrogels for glucose biosensors in complex media,W Yang J Wang S Jiang,82,33.33%,30.00%
"Ultralow-Fouling, Functionalizable, and Hydrolyzable Zwitterionic Materials and Their Derivatives for Biological Applications (Invited Perspective Article","Ultralow‐fouling, functionalizable, and hydrolyzable zwitterionic materials and their derivatives for biological applications",S Jiang Z Cao,862,20.00%,25.00%
Nanoparticles for Drug Delivery Prepared from Amphiphilic PLGA Zwitterionic Block Copolymers with Sharp Contrast in Polarity between Two Blocks,Nanoparticles for drug delivery prepared from amphiphilic PLGA zwitterionic block copolymers with sharp contrast in polarity between two blocks,Z Cao G Cheng S Jiang,128,36.84%,36.84%
Structure and Vibrations of Dithiophosphate Wear Inhibitors by Ab Initio Quantum Mechanics and Molecular Mechanics,"Structures, vibrations, and force fields of dithiophosphate wear inhibitors from ab initio quantum chemistry",S Jiang S Dasgupta M Blanco,45,13.33%,21.43%
Equation of State for NaCl-H2O; Comparison with Mineral Dehydration Equilibria,Equation of state for NaCl-H 2 O: comparison with mineral dehydration equilibria,S Jiang,11,40.00%,33.33%
Phase Equilibria and Volumetric Properties of Aqueous Calcium Chloride Solutions by an Equation of Stat,Phase equilibria and volumetric properties of aqueous CaCl2 by an equation of state,S Jiang,26,40.00%,46.15%
Thermodynamic Properties of Dipolar and Quadrupolar Hard Sphere Mixtures: Theory and Simulations,Fundamental measure theory for hard-sphere mixtures revisited: the White Bear version,,543,0.00%,0.00%
Vapor-Liquid Equilibria in Two-Dimensional Lennard-Jones Fluids: Unperturbed and Substrate-Mediated Films,Vapour-liquid equilibria in two-dimensional Lennard-Jones fluids: unperturbed and substrate-mediated films,S Jiang KE Gubbins,38,30.00%,30.00%
